CABra dataset - Soil attributes
 
soil_type is the most common taxonomy of soil.
soil_textclass is the textural class of soil based on the USDA textural classification.
soil_sand, soil_silt and soil_clay are the fraction of sand, silt and clay in the soil, respectively.
soil_carbon is the fraction of organic carbon in the soil.
soil_bulk and soil_depth are the bulk density and depth to the bedrock, respectively.
 
  CABra ID	     ANA ID	       soil_type	  soil_textclass	  soil_sand	  soil_silt	  soil_clay	soil_carbon	  soil_bulk	 soil_depth
          	           	                	                	          %	          %	          %	          ‰	     g cm¯³	          m
       462	   62395000	      Ferralsols	 Sandy clay loam	     17.584	     31.197	     51.574	     17.230	     14.876	      1.302
       463	   62600000	      Ferralsols	 Sandy clay loam	     26.305	     33.936	     47.343	     18.743	     16.645	      1.270
       464	   62615000	      Ferralsols	 Sandy clay loam	     23.656	     33.795	     48.081	     18.144	     15.906	      1.284
       465	   62625000	      Ferralsols	 Sandy clay loam	     20.307	     34.629	     47.741	     17.667	     14.695	      1.321
       466	   62665000	      Ferralsols	 Sandy clay loam	     30.342	     33.695	     47.464	     18.829	     15.671	      1.226
       467	   62670000	      Ferralsols	 Sandy clay loam	     25.543	     33.164	     48.146	     18.677	     15.684	      1.250
       468	   62760130	      Ferralsols	 Sandy clay loam	     15.594	     31.759	     53.725	     14.498	     14.168	      1.372
       469	   63350100	      Ferralsols	      Sandy loam	      4.843	     17.781	     71.651	     10.539	     14.791	      1.425
       470	   63900001	      Ferralsols	 Sandy clay loam	      4.263	     23.243	     65.096	     11.633	     12.575	      1.413
       471	   63955000	      Ferralsols	 Sandy clay loam	      4.211	     24.226	     63.727	     12.013	     12.198	      1.402
       472	   64065000	      Ferralsols	 Sandy clay loam	     17.172	     33.457	     48.114	     18.440	     13.079	      1.265
       473	   64360000	      Ferralsols	       Clay loam	     20.592	     36.560	     41.472	     21.961	     11.194	      1.296
       474	   64362000	      Ferralsols	       Clay loam	     16.382	     34.154	     44.613	     21.226	     10.994	      1.323
       475	   64380000	      Ferralsols	       Clay loam	     20.246	     37.368	     39.876	     22.734	      9.464	      1.305
       476	   64382000	      Ferralsols	       Clay loam	     16.165	     36.085	     42.011	     21.886	     10.623	      1.322
       477	   64442800	      Ferralsols	            Clay	     27.298	     45.939	     27.491	     26.550	      9.007	      1.289
       478	   64447000	      Ferralsols	            Clay	     26.863	     43.176	     31.058	     25.762	     10.707	      1.303
       479	   64465000	      Ferralsols	            Clay	     25.722	     42.449	     32.123	     25.425	     10.977	      1.302
       480	   64501000	      Ferralsols	            Clay	     24.725	     41.252	     33.946	     24.798	     11.018	      1.293
       481	   64507000	      Ferralsols	            Clay	     23.612	     42.166	     33.590	     24.241	     11.157	      1.294
       482	   64508500	      Ferralsols	            Clay	     18.251	     46.348	     32.487	     21.163	     12.052	      1.296
       483	   64550000	      Ferralsols	      Sandy clay	     11.253	     39.006	     45.385	     15.592	     11.209	      1.363
       484	   64613000	      Ferralsols	       Clay loam	      6.674	     39.387	     44.593	     16.003	     13.334	      1.360
       485	   64617000	      Ferralsols	      Sandy clay	      6.753	     37.486	     47.254	     15.244	     12.460	      1.358
       486	   64620000	      Ferralsols	            Clay	     26.899	     45.840	     27.156	     26.994	      8.278	      1.305
       487	   64625000	      Ferralsols	            Clay	     26.653	     43.104	     29.964	     26.935	      8.201	      1.308
       488	   64645000	      Ferralsols	            Clay	     27.567	     45.738	     28.142	     26.121	      8.310	      1.295
       489	   64652000	        Acrisols	       Clay loam	     18.436	     36.185	     39.243	     24.564	      9.569	      1.315
       490	   64655000	      Ferralsols	            Clay	     25.166	     43.589	     30.933	     25.475	      8.646	      1.303
       491	   64659000	        Nitisols	            Clay	     25.718	     47.181	     27.774	     25.043	      8.039	      1.335
       492	   64673000	      Ferralsols	            Clay	     25.810	     53.514	     26.191	     20.292	     12.019	      1.358
       493	   64675002	      Ferralsols	            Clay	     23.366	     45.507	     30.510	     23.979	      9.307	      1.318
       494	   64682000	      Ferralsols	 Sandy clay loam	     10.125	     25.895	     62.382	     11.713	     11.671	      1.395
       495	   64685000	      Ferralsols	            Clay	     21.642	     44.046	     33.709	     22.240	      9.816	      1.328
       496	   64693000	      Ferralsols	            Clay	     19.242	     40.286	     39.452	     20.254	     10.280	      1.340
       497	   64715001	      Ferralsols	      Sandy clay	      8.190	     37.932	     48.228	     13.832	     11.306	      1.349
       498	   64771500	      Ferralsols	            Clay	     31.288	     50.146	     21.749	     28.108	      7.904	      1.277
       499	   64773000	      Ferralsols	            Clay	     28.710	     47.360	     25.232	     27.405	      8.647	      1.297
       500	   64775000	      Ferralsols	            Clay	     25.835	     47.784	     25.867	     26.346	      8.981	      1.303
       501	   64785000	      Ferralsols	            Clay	     18.725	     54.881	     24.643	     20.462	     13.439	      1.316
       502	   64795000	      Ferralsols	            Clay	     27.864	     51.295	     23.193	     25.508	      8.691	      1.300
       503	   64799500	      Ferralsols	            Clay	     26.953	     51.706	     23.587	     24.702	      9.109	      1.304
       504	   64810000	      Ferralsols	      Sandy clay	     10.981	     39.008	     46.081	     14.899	     13.576	      1.370
       505	   64815000	      Ferralsols	 Sandy clay loam	     10.694	     34.881	     51.087	     14.015	     13.454	      1.378
       506	   64820000	      Ferralsols	            Clay	     23.125	     48.145	     29.725	     22.123	     10.174	      1.320
       507	   64830000	      Ferralsols	            Clay	     23.022	     48.685	     29.906	     21.403	     10.465	      1.326
       508	   64843000	      Ferralsols	 Sandy clay loam	      9.385	     31.076	     53.250	     15.661	     18.246	      1.364
       509	   65010000	      Ferralsols	       Clay loam	     27.380	     39.913	     36.336	     23.731	     14.148	      1.239
       510	   65015400	      Ferralsols	            Clay	     30.625	     41.308	     34.742	     23.923	     13.094	      1.271
       511	   65025000	      Ferralsols	       Clay loam	     29.940	     39.908	     36.298	     23.772	     14.083	      1.263
       512	   65027000	        Acrisols	            Clay	     28.676	     42.850	     32.658	     24.447	     11.273	      1.287
       513	   65094500	       Cambisols	            Clay	     28.774	     41.232	     32.276	     26.506	     10.045	      1.246
       514	   65095000	       Cambisols	            Clay	     28.936	     41.250	     32.265	     26.498	     10.037	      1.246
       515	   65135000	      Ferralsols	            Clay	     28.372	     42.256	     33.229	     24.495	     10.867	      1.252
       516	   65136550	      Ferralsols	            Clay	     28.877	     42.359	     33.444	     24.182	     10.569	      1.257
       517	   65220000	      Ferralsols	            Clay	     29.636	     42.938	     30.602	     26.453	     10.819	      1.275
       518	   65310000	      Ferralsols	            Clay	     30.155	     43.790	     29.448	     26.756	     10.587	      1.270
       519	   65365000	        Nitisols	            Clay	     27.864	     52.417	     20.525	     27.111	      7.660	      1.251
       520	   65925000	        Nitisols	            Clay	     48.944	     55.904	     16.986	     27.119	      8.139	      1.208
       521	   65945000	      Ferralsols	            Clay	     45.696	     60.106	     13.880	     26.001	      6.893	      1.241
       522	   65948000	      Ferralsols	            Clay	     43.804	     56.858	     16.188	     26.959	      5.116	      1.269
       523	   65960000	      Ferralsols	            Clay	     44.302	     55.749	     17.012	     27.239	      7.307	      1.245
       524	   65979000	      Ferralsols	            Clay	     32.895	     51.458	     22.810	     25.726	      7.185	      1.322
       525	   66260001	      Ferralsols	      Sandy loam	     16.684	     19.704	     63.364	     16.925	     22.663	      1.395
       526	   67100000	      Ferralsols	 Sandy clay loam	     21.577	     20.757	     58.696	     20.537	     26.040	      1.376
       527	   70100000	       Cambisols	       Clay loam	     60.506	     39.729	     30.508	     29.785	      9.888	      1.180
       528	   70200000	        Nitisols	       Clay loam	     58.047	     39.830	     30.199	     29.981	      9.568	      1.200
       529	   70300000	        Nitisols	            Clay	     58.327	     41.538	     28.812	     29.650	      8.791	      1.201
       530	   70500000	        Nitisols	            Clay	     61.169	     43.533	     27.186	     29.266	      9.314	      1.233
       531	   71200000	       Cambisols	       Clay loam	     41.997	     37.929	     32.008	     30.077	      9.051	      1.170
       532	   71250000	       Cambisols	       Clay loam	     42.963	     38.302	     31.977	     29.733	      9.170	      1.187
       533	   71300000	       Cambisols	       Clay loam	     39.978	     38.033	     32.228	     29.747	      9.143	      1.186
       534	   71383000	        Nitisols	       Clay loam	     38.901	     37.754	     32.738	     29.509	      9.546	      1.211
       535	   71498000	        Nitisols	            Clay	     32.851	     46.729	     24.826	     28.436	      8.912	      1.209
       536	   71550000	        Nitisols	            Clay	     36.366	     42.010	     28.897	     29.087	      9.341	      1.216
       537	   72430000	        Nitisols	            Clay	     57.398	     49.749	     20.669	     29.567	     10.439	      1.310
       538	   72630000	      Ferralsols	            Clay	     64.533	     49.143	     21.662	     29.189	      9.020	      1.333
       539	   72680000	      Ferralsols	            Clay	     63.801	     49.111	     21.721	     29.164	      8.846	      1.329
       540	   72715000	        Nitisols	            Clay	     29.072	     48.049	     24.103	     27.856	      9.027	      1.212
       541	   72810000	        Nitisols	            Clay	     29.477	     47.925	     23.280	     28.794	      8.718	      1.221
       542	   72870000	        Nitisols	            Clay	     46.815	     50.489	     18.831	     30.685	     10.448	      1.251
       543	   73300000	        Nitisols	            Clay	     38.127	     51.378	     20.143	     28.493	      8.025	      1.200
       544	   73330000	        Nitisols	            Clay	     39.951	     50.871	     20.041	     29.103	      7.786	      1.215
       545	   73350000	        Nitisols	            Clay	     42.702	     49.809	     20.826	     29.369	      7.543	      1.238
       546	   73600000	        Nitisols	            Clay	     47.637	     52.939	     19.180	     27.902	      9.005	      1.211
       547	   73690001	        Nitisols	            Clay	     33.221	     51.022	     21.927	     27.064	      8.891	      1.202
       548	   73765000	        Nitisols	            Clay	     43.040	     49.150	     20.583	     30.257	      6.143	      1.271
       549	   73770000	        Nitisols	            Clay	     43.634	     51.580	     20.055	     28.368	      8.627	      1.227
       550	   73780000	      Ferralsols	            Clay	     42.599	     49.336	     21.052	     29.592	      6.196	      1.249
       551	   73820000	        Nitisols	            Clay	     44.210	     48.929	     21.227	     29.835	      6.301	      1.273
       552	   73900000	        Nitisols	            Clay	     46.440	     49.726	     21.387	     28.874	      6.982	      1.301
       553	   73960000	        Nitisols	            Clay	     44.086	     50.305	     20.789	     28.905	      8.284	      1.249
       554	   74100000	        Nitisols	            Clay	     48.060	     46.064	     24.470	     29.464	      9.292	      1.258
       555	   74205000	      Ferralsols	            Clay	     57.102	     49.980	     23.007	     27.024	     10.046	      1.293
       556	   74270000	      Ferralsols	            Clay	     60.429	     48.682	     23.532	     27.779	      8.372	      1.313
       557	   74295000	        Nitisols	            Clay	     41.312	     48.047	     22.636	     29.273	      6.905	      1.330
       558	   74320000	        Nitisols	            Clay	     43.805	     48.001	     22.852	     29.139	      6.760	      1.302
       559	   74370000	      Ferralsols	            Clay	     60.487	     49.559	     23.895	     26.552	      8.441	      1.324
       560	   74460000	      Ferralsols	            Clay	     71.935	     49.916	     25.023	     25.049	     10.330	      1.328
       561	   74470000	      Ferralsols	            Clay	     63.345	     49.569	     24.497	     25.929	      8.932	      1.338
       562	   74700000	      Ferralsols	            Clay	     55.709	     47.791	     24.916	     27.268	      9.319	      1.339
       563	   74750000	      Ferralsols	            Clay	     41.536	     46.721	     26.299	     26.977	      8.675	      1.342
       564	   74800000	        Nitisols	            Clay	     48.174	     46.098	     25.046	     28.852	      8.748	      1.281
       565	   74880000	      Ferralsols	            Clay	     44.102	     46.142	     27.246	     26.581	      9.733	      1.342
       566	   74900000	      Ferralsols	            Clay	     39.911	     45.098	     28.191	     26.691	      9.146	      1.345
       567	   75550000	        Nitisols	            Clay	     46.906	     45.605	     25.970	     28.421	      9.294	      1.294
       568	   76310000	       Planosols	 Sandy clay loam	     25.603	     25.466	     47.699	     26.833	     14.810	      1.455
       569	   77150000	        Acrisols	       Clay loam	     40.365	     38.586	     33.490	     27.922	     12.392	      1.327
       570	   81125000	       Cambisols	            Clay	     18.969	     40.098	     36.889	     23.002	     10.044	      1.250
       571	   81140000	        Acrisols	       Clay loam	     22.158	     35.976	     39.630	     24.389	      9.488	      1.266
       572	   81200000	        Acrisols	       Clay loam	     20.159	     38.022	     37.889	     24.095	      9.901	      1.264
       573	   82009080	        Acrisols	       Clay loam	     25.602	     34.127	     42.739	     23.085	     13.011	      1.252
       574	   82170000	       Cambisols	       Clay loam	     43.591	     33.499	     41.103	     25.386	     11.467	      1.155
       575	   82320000	       Cambisols	            Clay	     32.541	     40.422	     32.650	     26.968	      8.117	      1.243
       576	   82350000	        Acrisols	       Clay loam	     30.450	     37.282	     36.999	     25.750	     10.355	      1.248
       577	   82770000	      Ferralsols	       Clay loam	     48.091	     32.952	     43.238	     23.809	     17.044	      1.231
       578	   83050000	        Nitisols	       Clay loam	     29.681	     38.041	     33.284	     28.674	      8.459	      1.276
       579	   83105000	       Cambisols	       Clay loam	     42.407	     36.678	     34.705	     28.617	      8.345	      1.236
       580	   83250000	        Acrisols	       Clay loam	     45.322	     36.688	     34.509	     28.798	      9.404	      1.278
       581	   83300200	        Acrisols	       Clay loam	     38.827	     36.875	     34.465	     28.659	      9.477	      1.289
       582	   83345000	        Nitisols	       Clay loam	     25.492	     39.691	     31.706	     28.599	      8.453	      1.304
       583	   83440000	        Acrisols	       Clay loam	     26.722	     37.538	     34.116	     28.348	      8.214	      1.298
       584	   83660000	       Cambisols	       Clay loam	     27.248	     39.178	     33.215	     27.626	      7.856	      1.251
       585	   83675000	       Cambisols	       Clay loam	     23.664	     38.705	     34.487	     26.821	      8.839	      1.249
       586	   83690000	        Acrisols	       Clay loam	     33.373	     36.957	     34.762	     28.284	      8.914	      1.293
       587	   83800002	        Acrisols	       Clay loam	     32.318	     36.999	     35.133	     27.873	      9.127	      1.291
       588	   83880000	        Acrisols	       Clay loam	     20.035	     34.984	     42.552	     22.490	     11.246	      1.346
       589	   84071000	       Cambisols	       Clay loam	     29.279	     36.773	     37.029	     26.229	      8.020	      1.306
       590	   84095000	        Acrisols	       Clay loam	     27.727	     36.488	     37.956	     25.581	      8.008	      1.310
       591	   84100000	       Cambisols	       Clay loam	     23.984	     35.544	     39.634	     24.844	      8.215	      1.294
       592	   84520000	       Cambisols	       Clay loam	     23.779	     33.659	     39.280	     27.065	      8.442	      1.225
       593	   84551000	        Acrisols	       Clay loam	     33.402	     33.695	     39.470	     26.840	     11.980	      1.250
       594	   84580000	        Acrisols	       Clay loam	     31.785	     34.127	     39.396	     26.491	     10.549	      1.253
       595	   84600000	        Acrisols	       Clay loam	     23.998	     32.585	     42.811	     24.600	      9.122	      1.248
       596	   84853000	        Acrisols	       Clay loam	     32.754	     33.572	     39.417	     27.017	     11.387	      1.210
       597	   85400000	      Ferralsols	            Clay	     59.442	     43.065	     29.032	     27.900	     10.062	      1.361
       598	   85438000	        Acrisols	       Clay loam	     31.344	     31.552	     39.806	     28.649	     13.097	      1.421
       599	   85480000	        Acrisols	 Sandy clay loam	     27.112	     26.411	     47.585	     25.993	     12.920	      1.464
       600	   85900000	        Acrisols	       Clay loam	     44.102	     34.220	     37.749	     28.032	     12.858	      1.411
       601	   86100000	        Nitisols	       Clay loam	     50.468	     36.641	     33.644	     29.718	      8.779	      1.203
       602	   86160000	        Nitisols	       Clay loam	     59.164	     37.461	     33.305	     29.236	      8.730	      1.228
       603	   86410000	        Nitisols	            Clay	     52.193	     44.768	     24.601	     30.621	     10.741	      1.315
       604	   86420000	        Nitisols	            Clay	     53.516	     45.058	     24.189	     30.748	     10.255	      1.317
       605	   86480000	        Nitisols	            Clay	     50.596	     42.749	     26.190	     31.081	      8.630	      1.328
       606	   86500000	        Nitisols	            Clay	     50.134	     42.277	     26.720	     31.021	      8.321	      1.329
       607	   86510000	        Nitisols	       Clay loam	     50.110	     39.968	     29.383	     30.655	      8.846	      1.283
       608	   86560000	        Nitisols	            Clay	     52.838	     42.021	     27.680	     30.304	      7.820	      1.351
       609	   86580000	        Nitisols	            Clay	     51.937	     41.772	     27.850	     30.384	      7.744	      1.347
       610	   86700000	        Nitisols	            Clay	     35.120	     40.168	     28.214	     31.655	      6.231	      1.325
       611	   86745000	        Nitisols	       Clay loam	     39.658	     39.601	     29.666	     30.754	      6.833	      1.307
       612	   87170000	        Nitisols	       Clay loam	     42.134	     36.014	     34.170	     29.826	      8.326	      1.269
       613	   87380000	        Acrisols	       Clay loam	     35.434	     33.662	     38.129	     28.224	     11.453	      1.281
       614	   87382000	        Acrisols	       Clay loam	     37.228	     33.262	     38.770	     27.980	     11.823	      1.285
       615	   87450100	        Acrisols	 Sandy clay loam	     71.609	     27.596	     50.016	     22.366	     14.935	      1.426
       616	   88575000	        Acrisols	 Sandy clay loam	     50.178	     26.943	     47.425	     25.629	      9.530	      1.355
       617	   88750000	        Acrisols	 Sandy clay loam	     59.331	     27.233	     47.223	     25.508	     12.967	      1.374
       618	   88850000	        Acrisols	 Sandy clay loam	     53.069	     28.603	     45.839	     25.538	      9.987	      1.359
       619	   12400000	        Acrisols	       Clay loam	     16.644	     30.678	     38.550	     30.782	     23.401	      1.306
       620	   20200000	      Ferralsols	 Sandy clay loam	      7.438	     31.931	     49.747	     18.324	     32.119	      1.337
       621	   21300000	      Ferralsols	 Sandy clay loam	      4.679	     26.464	     54.112	     19.418	     32.741	      1.395
       622	   21560000	      Ferralsols	 Sandy clay loam	     11.111	     28.300	     47.734	     23.967	     27.540	      1.395
       623	   22050001	      Ferralsols	 Sandy clay loam	     12.989	     27.069	     52.422	     20.510	     27.316	      1.373
       624	   22500000	      Ferralsols	 Sandy clay loam	     13.620	     25.215	     55.736	     19.046	     26.609	      1.379
       625	   25100000	      Ferralsols	 Sandy clay loam	     10.348	     27.665	     53.064	     19.324	     26.360	      1.337
       626	   26040000	      Ferralsols	 Sandy clay loam	     19.492	     30.398	     57.829	     11.756	     34.176	      1.338
       627	   31490000	      Ferralsols	 Sandy clay loam	      2.102	     25.385	     53.918	     20.713	     59.597	      1.362
       628	   31520000	      Ferralsols	 Sandy clay loam	      2.260	     25.252	     53.895	     20.870	     60.788	      1.358
       629	   31600000	      Ferralsols	 Sandy clay loam	      4.367	     22.209	     59.039	     18.732	     84.726	      1.394
       630	   32400000	      Ferralsols	 Sandy clay loam	      2.055	     26.863	     52.287	     20.873	     51.007	      1.341
       631	   33075000	      Ferralsols	 Sandy clay loam	     11.175	     31.709	     51.692	     16.589	     40.495	      1.341
       632	   34660000	      Ferralsols	      Sandy loam	      9.823	     19.314	     65.595	     15.074	     25.804	      1.444
       633	   40040000	      Ferralsols	      Sandy clay	     10.169	     36.900	     45.147	     17.911	     24.055	      1.384
       634	   40053000	      Ferralsols	            Clay	     11.709	     41.448	     38.949	     19.588	     24.553	      1.361
       635	   40060001	      Ferralsols	      Sandy clay	     19.395	     35.952	     46.542	     17.471	     23.033	      1.343
       636	   40150000	      Ferralsols	      Sandy clay	     18.718	     36.367	     46.402	     17.239	     22.619	      1.362
       637	   40170000	      Ferralsols	       Clay loam	     16.464	     37.707	     44.942	     17.380	     23.561	      1.370
       638	   40185000	      Ferralsols	      Sandy clay	     14.412	     37.430	     45.201	     17.398	     23.659	      1.370
       639	   40269900	      Ferralsols	      Sandy clay	     30.140	     36.774	     46.290	     16.947	     23.537	      1.358
       640	   40300001	      Ferralsols	      Sandy clay	     18.879	     36.570	     46.080	     17.361	     23.112	      1.354
       641	   40330000	      Ferralsols	      Sandy clay	     15.357	     36.594	     46.101	     17.317	     23.254	      1.362
       642	   40500000	      Ferralsols	      Sandy clay	      4.600	     35.338	     47.904	     16.737	     24.811	      1.369
       643	   40530000	      Ferralsols	 Sandy clay loam	      6.888	     34.926	     47.616	     17.414	     22.512	      1.376
       644	   40680000	      Ferralsols	      Sandy clay	     24.267	     37.505	     45.703	     16.767	     21.497	      1.353
       645	   40740000	      Ferralsols	      Sandy clay	     24.594	     36.206	     46.768	     17.025	     22.468	      1.349
       646	   40800001	      Ferralsols	      Sandy clay	     25.088	     36.107	     46.527	     17.369	     22.727	      1.349
       647	   40810350	      Ferralsols	      Sandy clay	     23.266	     36.876	     45.112	     17.994	     23.685	      1.355
       648	   40810800	      Ferralsols	       Clay loam	     40.227	     37.025	     44.723	     18.317	     22.822	      1.355
       649	   40811100	      Ferralsols	       Clay loam	     36.960	     37.448	     44.164	     18.430	     22.404	      1.356
       650	   40823500	      Ferralsols	      Sandy clay	     22.001	     36.692	     45.505	     17.841	     22.044	      1.359
       651	   40850000	      Ferralsols	      Sandy clay	     21.800	     36.093	     46.400	     17.511	     23.027	      1.351
       652	   40930000	      Ferralsols	      Sandy clay	     19.740	     37.000	     46.682	     16.270	     25.786	      1.351
       653	   40975000	      Ferralsols	 Sandy clay loam	      9.423	     34.187	     49.790	     16.000	     30.946	      1.357
       654	   41050000	      Ferralsols	      Sandy clay	     10.294	     37.257	     46.028	     16.679	     29.045	      1.356
       655	   41135000	      Ferralsols	 Sandy clay loam	     10.898	     34.502	     48.013	     17.476	     25.004	      1.364
       656	   41199998	      Ferralsols	 Sandy clay loam	     41.598	     34.741	     47.414	     17.842	     24.132	      1.265
       657	   41260000	      Ferralsols	      Sandy clay	     38.077	     35.145	     46.818	     18.041	     25.336	      1.290
       658	   41380000	      Ferralsols	 Sandy clay loam	      9.964	     32.456	     48.512	     19.012	     24.195	      1.336
       659	   41410000	      Ferralsols	      Sandy clay	     29.604	     35.030	     46.524	     18.449	     24.562	      1.311
